"nwspol","netusoft","netustm","ppltrst","pplfair","pplhlp","polintr","psppsgva","actrolga","psppipla","cptppola","trstprl","trstlgl","trstplc","trstplt","trstprt","trstep","trstun","vote","happy","sclmeet","inprdsc","sclact","crmvct","aesfdrk","health","hlthhmp","atchctr","atcherp","rlgblg","rlgdgr","rlgatnd","pray","dscrgrp","ctzcntr","brncntr","livecnta","feethngr","facntr","mocntr","ccrdprs","wrclmch","ctrlife","etfruit","eatveg","dosprt","cgtsmok","alcfreq","alcwkdy","alcwknd","alcbnge","height","weighta","medtrun","stflife","gndr","agea","rshpsts","ipstrgva","vacc19"
60,5,60,7,7,7,2,2,1,1,1,4,4,7,5,5,7,7,"Yes",8,5,4,3,"No",4,5,1,7,7,"No",2,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",4,3,7,5,5,7,1,6,13.2,39.6,4,171,62,"No",7,"Female",53,"Living with my partner - not legally recognised",4,"Yes"
60,5,600,7,7,5,3,3,3,3,3,6,6,5,6,6,NA,6,"Yes",8,4,4,2,"No",3,4,2,7,4,"No",6,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",8,3,8,3,5,2,3,5,6.6,39.6,2,167,65,"No",9,"Female",43,"Legally married",4,"Yes"
15,5,270,7,4,3,2,3,4,3,2,7,8,7,5,6,8,6,"No",5,4,3,2,"Yes",2,3,3,10,8,"No",0,1,1,"No","Yes","Yes",NA,"No","Yes","Yes",7,3,6,4,6,0,1,2,16.2,9.6,2,178,101,"Yes",5,"Male",29,"Living with my partner - not legally recognised",5,"Yes"
60,5,30,0,5,2,3,2,3,1,2,3,4,5,3,0,3,5,"Yes",8,7,3,5,"No",3,4,1,10,9,"No",10,3,7,"No","Yes","Yes",NA,"Yes","Yes","Yes",8,3,5,5,6,4,1,5,10,10,1,162,73,"No",8,"Female",65,"Legally married",5,"Yes"
60,5,480,6,6,3,2,2,2,1,2,5,3,5,4,4,5,5,"Yes",10,5,4,4,"No",4,4,1,8,8,"Yes",5,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",7,2,7,6,6,2,2,4,0,85.2,3,161,62,"No",7,"Female",57,"Legally married",6,"Yes"
60,1,NA,5,5,2,1,1,1,1,1,0,0,5,2,0,0,0,"Yes",4,7,4,1,"Yes",1,1,3,10,0,"No",0,1,1,"Yes","Yes","Yes",NA,"No","Yes","Yes",5,2,5,7,4,0,3,7,72,72,4,168,92,"No",7,"Male",70,"Legally married",5,"Yes"
45,5,150,4,6,6,2,2,1,2,1,1,7,8,4,1,2,0,"Yes",9,2,4,2,"No",3,3,3,6,5,"No",0,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",6,3,8,5,5,4,1,1,NA,NA,0,167,70,"No",9,"Female",59,"Living with my partner - not legally recognised",3,"Yes"
60,5,60,8,7,3,3,2,1,3,2,7,7,7,7,7,7,6,"Yes",7,4,1,2,"Yes",3,4,2,7,7,"No",0,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",8,3,8,4,4,3,3,7,76,76,5,173,79,"No",6,"Male",77,"Legally married",5,"Yes"
90,5,600,7,7,7,4,3,3,3,3,7,6,7,7,6,4,5,"Yes",8,6,4,2,"No",4,3,2,7,4,"No",2,2,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",6,3,6,3,5,2,5,2,13.2,26.4,1,181,84,"No",8,"Male",47,"Legally married",4,"Yes"
15,5,15,7,4,6,1,2,1,3,1,5,7,8,3,3,6,7,NA,8,6,5,2,"No",4,5,1,1,1,"No",1,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",3,3,7,3,5,2,1,1,NA,NA,0,160,50,"No",7,"Female",16,NA,4,"Yes"
30,5,360,3,4,5,1,2,2,2,3,6,5,7,5,7,6,4,"No",7,5,2,2,"Yes",1,4,1,4,4,"No",0,2,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",5,3,6,3,2,7,4,5,13.2,19.8,4,160,50,"No",7,"Female",19,NA,4,"Yes"
60,5,720,0,2,4,2,2,1,2,1,0,3,7,2,2,4,5,"Yes",6,7,2,2,"No",4,3,1,0,0,"No",0,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",4,3,7,2,2,4,1,1,NA,NA,0,179,78,"No",7,"Male",33,NA,5,"Yes"
60,3,NA,7,7,7,2,2,3,3,2,6,5,7,6,6,6,7,"Yes",7,6,4,5,"No",3,5,1,8,7,"Yes",7,3,2,"Yes","Yes","Yes",NA,"Yes","Yes","Yes",6,3,6,5,5,7,3,6,40,120,4,162,80,"No",7,"Male",66,NA,3,"Yes"
30,5,60,7,7,3,3,2,1,2,1,5,8,8,3,3,3,6,"Yes",7,4,2,2,"No",4,4,2,3,6,"Yes",2,2,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",2,3,4,5,5,7,3,6,39.6,66,3,170,82,"No",9,"Male",77,"Legally married",5,"Yes"
75,5,90,7,7,6,4,3,3,3,3,6,8,7,5,5,5,6,"Yes",7,4,4,3,"No",4,3,1,7,7,"Yes",7,3,2,"No","Yes","Yes",NA,"Yes","Yes","Yes",8,4,8,6,5,3,1,5,9.6,85.2,2,184,132,"No",7,"Male",59,"Legally married",4,"Yes"
10,5,360,7,5,3,1,3,3,2,2,4,5,6,2,2,4,6,"Not eligible to vote",7,6,4,3,"No",3,4,1,6,7,"No",1,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",4,2,3,5,5,3,1,1,NA,NA,0,190,63,"No",6,"Male",17,NA,4,"Yes"
60,5,180,7,7,4,4,5,3,3,5,7,5,4,6,7,6,8,"Yes",9,7,1,2,"No",4,5,1,9,7,"No",0,1,1,"No","Yes","Yes",NA,"Yes","Yes","No",8,4,8,1,4,0,3,6,26.4,39.6,1,174,75,"No",9,"Male",68,"Legally married",5,"Yes"
30,5,180,5,5,5,2,2,3,2,2,4,2,1,4,4,7,5,"Yes",7,6,4,1,"No",3,3,2,10,5,"Yes",8,1,7,"No","Yes","Yes",NA,"No","Yes","Yes",10,5,6,5,5,7,3,2,0,13.2,1,159,64,"Yes",7,"Female",58,"Living with my partner - not legally recognised",6,"Yes"
90,5,150,4,7,3,3,3,3,3,3,5,5,8,6,5,6,7,"Yes",8,3,1,2,"Yes",3,4,1,8,6,"Yes",5,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",5,3,9,4,4,3,3,6,79.2,224.3,2,185,75,"No",8,"Male",43,"Legally married",6,"Yes"
60,5,120,3,3,4,2,2,2,1,2,2,4,7,2,2,2,3,"No",8,3,2,1,"No",3,4,3,8,8,"Yes",9,1,1,"No","No","No",1988,"Yes","No","No",6,2,8,3,5,7,4,5,39.6,41.1,2,182,93,"No",8,"Male",38,"Living with my partner - legally recognised",3,"Yes"
30,5,240,2,2,3,3,1,1,1,1,0,0,5,0,0,0,3,"Yes",7,3,4,3,"No",2,4,1,5,5,"No",0,1,1,"No","Yes","Yes",NA,"Yes","Yes","No",3,3,1,5,5,3,3,2,29.4,13.2,1,178,80,"No",7,"Male",61,"Legally married",4,"Yes"
NA,5,570,7,7,7,2,1,1,1,1,5,6,5,5,5,7,5,"Not eligible to vote",8,3,2,1,"No",3,3,1,5,5,"Yes",6,2,4,"Yes","No","No",2013,"No","No","No",5,3,5,7,2,0,1,1,NA,NA,0,NA,NA,"No",8,"Female",17,NA,4,"Yes"
60,5,120,5,7,5,3,2,2,2,3,5,8,5,3,3,3,3,"Yes",7,4,4,2,"No",3,3,1,8,5,"Yes",7,3,6,"No","Yes","Yes",NA,"Yes","Yes","Yes",6,4,6,5,5,4,1,5,13.2,26.4,2,156,67,"No",7,"Female",63,"Legally married",3,"Yes"
120,5,480,2,5,3,3,2,2,2,1,2,5,8,2,2,0,5,"Yes",8,7,6,4,"No",4,5,1,5,5,"No",2,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",10,5,8,4,6,7,1,7,26.4,26.4,2,183,87,"No",7,"Male",58,"Legally married",5,"Yes"
60,5,240,4,4,3,1,2,1,4,1,0,2,5,0,0,0,0,"Yes",7,6,1,2,"No",2,3,1,5,5,"No",0,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",6,4,8,5,5,0,3,2,0,144,1,165,99,"No",8,"Female",68,"Legally married",4,"Yes"
30,5,480,6,5,3,1,1,1,1,1,5,5,5,5,5,5,5,"Yes",8,4,2,2,"No",3,3,1,1,1,"Yes",5,1,1,"Yes","Yes","Yes",NA,"Yes","Yes","Yes",7,2,5,5,6,7,5,6,13.2,21.1,2,163,66,"No",8,"Female",42,"Legally married",4,"Yes"
45,5,90,8,8,7,4,3,3,3,3,7,7,7,7,7,7,7,"Yes",8,5,3,3,"No",3,5,1,8,7,"Yes",7,1,4,"No","Yes","Yes",NA,"Yes","Yes","Yes",5,3,8,4,5,1,1,5,9.6,40,3,194,110,"No",8,"Male",40,NA,5,"Yes"
30,5,240,0,4,5,1,3,1,2,1,5,4,6,2,1,4,5,"No",8,6,4,3,"Yes",1,5,1,6,7,"Yes",6,1,2,"Yes","Yes","Yes",NA,"No","Yes","Yes",6,3,7,2,3,5,1,4,26.4,26.4,3,162,64,"No",9,"Female",21,"Legally married",6,"Yes"
15,5,420,5,4,4,1,2,1,1,2,5,7,7,5,6,8,7,"No",8,7,4,3,"No",3,4,2,6,7,"No",6,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",6,3,6,4,6,7,1,5,20,20,3,180,85,"No",8,"Male",17,NA,4,"Yes"
30,5,120,5,5,4,1,1,1,1,1,0,1,8,1,1,0,0,"Yes",5,6,1,2,"No",2,2,2,5,1,"No",0,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",0,1,7,3,5,0,1,2,10,10,2,160,77,"No",5,"Male",65,"Living with my partner - not legally recognised",5,"Yes"
60,5,180,7,7,1,3,2,3,3,3,4,8,9,5,5,2,8,"Yes",8,3,3,2,"No",3,4,1,7,1,"No",6,2,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",8,4,7,3,5,7,3,6,20,26.4,4,182,92,"Yes",8,"Male",54,"Living with my partner - not legally recognised",5,"Yes"
60,5,120,8,8,3,3,3,2,3,1,4,6,7,3,3,3,8,"Yes",9,6,4,3,"No",3,3,2,9,8,"No",0,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",8,4,7,5,5,3,1,3,0,26.4,1,175,80,"Yes",9,"Female",51,"Legally married",4,"Yes"
120,1,NA,2,0,0,1,1,1,1,1,0,0,0,0,0,NA,0,"Yes",3,3,2,2,"No",3,4,1,7,4,"No",0,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",0,1,0,6,6,3,5,3,39.6,79.2,3,178,77,"No",6,"Male",77,NA,5,"Yes"
30,5,300,0,2,1,3,2,2,2,2,4,4,5,4,4,5,4,"Yes",8,4,1,1,"No",3,2,3,8,0,"Yes",9,1,7,"No","Yes","Yes",NA,"Yes","Yes","Yes",3,2,7,6,5,7,2,1,NA,NA,0,158,98,"No",7,"Female",68,NA,5,"No"
15,5,360,7,5,6,3,3,1,2,1,6,8,8,5,6,6,7,"Yes",7,4,0,1,"No",3,5,1,7,7,"No",0,1,1,"Yes","Yes","Yes",NA,"Yes","Yes","Yes",8,5,6,6,5,7,3,5,183.6,0,2,170,57,"No",7,"Female",56,NA,5,"Yes"
60,5,420,7,7,6,3,3,3,3,2,6,7,7,6,6,6,7,"Yes",9,6,5,3,"No",3,4,1,7,7,"No",0,2,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",7,4,7,5,5,3,3,5,26.4,6.6,3,169,83,"No",8,"Female",44,"Legally married",5,"Yes"
15,5,300,7,7,8,3,2,2,2,2,6,7,7,6,6,6,7,"Yes",8,6,6,3,"No",2,4,1,7,7,"No",2,1,1,"Yes","Yes","Yes",NA,"Yes","Yes","Yes",7,4,7,5,5,4,3,5,13.2,39.6,2,153,53,"No",8,"Female",45,"Living with my partner - legally recognised",4,"Yes"
120,5,600,8,8,8,3,3,4,2,1,8,6,6,7,5,5,8,"Yes",8,7,5,4,"No",2,4,1,7,4,"Yes",9,2,4,"No","Yes","Yes",NA,"Yes","Yes","Yes",8,5,8,7,5,2,1,4,0,13.2,1,168,78,"No",9,"Female",65,"Legally married",4,"Yes"
300,2,NA,3,4,3,1,1,1,2,1,7,6,5,5,5,7,7,"No",6,3,1,1,"No",3,2,3,7,4,"Yes",7,4,4,"Yes","No","No",2020,"No","No","No",3,2,5,5,5,5,4,2,10,13.2,1,175,60,"Yes",4,"Female",55,NA,5,"Yes"
1077,5,60,3,5,5,2,1,2,1,3,0,0,3,0,0,0,0,"No",7,5,2,3,"No",1,4,1,10,6,"Yes",6,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",NA,NA,7,5,5,0,6,5,0,100,4,175,82,"No",7,"Male",60,"Legally married",5,"Yes"
60,5,960,5,5,5,2,2,4,2,2,5,5,6,5,5,5,5,"Yes",8,6,3,3,"No",3,5,1,9,9,"No",8,2,4,"No","Yes","Yes",NA,"Yes","Yes","No",7,3,8,5,6,1,2,5,26.4,26.4,3,164,68,"No",8,"Female",30,"Living with my partner - legally recognised",6,"Yes"
90,4,30,8,9,8,3,2,1,1,1,6,9,9,7,6,7,7,"Yes",9,6,3,3,"No",3,4,1,8,8,"Yes",8,5,7,"No","Yes","Yes",NA,"Yes","Yes","Yes",6,4,9,6,6,7,3,5,13.2,26.4,2,165,54,"No",9,"Female",73,"Legally married",2,"Yes"
30,5,180,5,7,7,3,3,2,2,3,3,2,3,3,3,3,2,"Yes",9,5,4,4,"No",3,4,1,7,5,"No",6,2,2,"No","Yes","Yes",NA,"Yes","Yes","Yes",6,3,9,4,5,7,1,7,26.4,26.4,3,172,69,"No",8,"Male",62,"Living with my partner - legally recognised",5,"Yes"
120,5,120,8,8,5,4,3,2,2,2,8,9,9,7,5,9,8,"Yes",8,6,4,3,"No",4,4,1,8,9,"No",0,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",8,4,9,6,6,5,3,6,0,39.6,2,182,78,"No",9,"Male",70,"Legally married",4,"Yes"
60,5,180,6,6,7,3,3,2,3,2,5,4,8,5,5,6,8,"Yes",7,4,3,2,"No",3,2,2,3,7,"Yes",7,5,2,"No","Yes","Yes",NA,"Yes","Yes","Yes",5,3,8,6,5,1,3,1,NA,NA,0,172,77,"No",6,"Male",77,NA,4,"Yes"
90,5,240,7,7,8,4,4,3,4,3,7,9,6,6,6,7,8,"Yes",9,6,3,3,"No",4,4,3,9,9,"No",2,1,1,"Yes","Yes","Yes",NA,"Yes","Yes","Yes",10,4,9,5,5,5,3,2,13.2,13.2,1,172,78,"No",9,"Female",51,"Legally married",3,"Yes"
80,5,180,6,7,5,4,3,3,4,3,7,7,7,7,5,8,7,"Yes",7,6,6,3,"Yes",3,4,1,5,9,"Yes",5,3,2,"No","No","No",1998,"Yes","No","No",10,3,8,6,5,5,6,6,59.6,69.6,2,163,50,"No",7,"Female",51,"Living with my partner - not legally recognised",4,"Yes"
45,5,60,2,5,0,2,2,1,2,1,0,0,5,0,NA,2,0,"Yes",8,5,2,3,"No",3,4,1,5,5,"Yes",5,1,3,"No","Yes","Yes",NA,"Yes","Yes","Yes",6,4,6,5,5,0,6,7,13.2,85.2,2,166,68,"No",5,"Female",49,"Legally married",6,"Yes"
0,4,10,8,8,8,1,2,1,2,1,3,5,7,2,2,2,2,"No",9,7,4,4,"Yes",2,4,1,6,6,"No",8,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",4,3,8,5,5,7,2,7,26.4,26.4,2,159,51,"No",9,"Female",68,"Living with my partner - not legally recognised",5,"Yes"
210,5,120,7,8,5,3,1,2,1,2,5,7,7,6,4,6,5,"Yes",7,6,3,4,"Yes",3,3,1,8,8,"Yes",7,5,5,"No","Yes","Yes",NA,"Yes","Yes","Yes",3,4,7,5,5,1,2,5,0,26.4,1,157,73,"No",7,"Female",78,"Legally married",4,"Yes"
30,5,30,3,7,7,3,3,1,2,1,5,5,7,4,4,4,4,"Yes",9,7,3,5,"No",3,5,1,5,6,"No",2,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",8,5,8,4,5,2,2,7,19.6,45.6,4,169,63,"No",9,"Male",63,"Legally married",6,"Yes"
30,5,300,6,7,5,2,2,1,2,2,5,4,6,4,4,4,5,"Yes",9,3,3,2,"No",3,3,2,8,7,"No",1,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",8,3,8,2,6,7,3,4,13.2,19.8,3,167,91,"No",9,"Female",44,"Legally married",5,"Yes"
60,5,540,5,7,6,3,2,2,2,2,3,7,8,5,5,5,6,"Yes",7,4,3,2,"No",4,4,1,7,5,"Yes",6,2,4,"No","Yes","Yes",NA,"Yes","Yes","Yes",5,3,8,4,5,0,1,5,13.2,72,1,178,70,"No",7,"Female",51,"Legally married",5,"Yes"
30,5,120,6,6,5,2,1,2,2,2,2,2,7,2,2,2,4,"Yes",8,7,5,3,"No",2,4,1,5,5,"Yes",7,3,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",5,3,7,6,6,3,3,2,0,0,1,160,58,"No",8,"Female",40,"Legally married",4,"Yes"
25,1,NA,9,7,7,2,2,2,3,1,8,7,8,6,7,7,5,"Yes",9,6,3,5,"No",4,3,2,7,7,"Yes",6,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",5,3,9,6,5,1,1,7,33,13.2,3,167,68,"No",8,"Female",78,"Legally married",6,"Yes"
45,5,600,6,7,7,3,3,2,2,2,5,6,7,3,3,6,7,"Yes",6,6,5,3,"Yes",3,4,1,7,7,"No",1,1,2,NA,"Yes","Yes",NA,"Yes","Yes","Yes",6,3,6,5,5,2,2,6,0,39.6,4,172,83,"No",6,"Female",30,"Living with my partner - legally recognised",4,"Yes"
120,5,90,7,7,8,4,2,1,1,1,1,3,6,0,0,1,5,"Yes",9,4,3,3,"No",3,4,1,8,7,"No",0,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",8,4,8,5,5,5,3,6,10,20,1,173,69,"No",9,"Female",71,"Legally married",5,"Yes"
30,4,15,2,4,6,2,3,3,3,3,4,5,5,5,4,5,7,"Yes",6,5,3,3,"No",3,3,2,8,7,"Yes",7,4,4,"No","Yes","Yes",NA,"Yes","Yes","Yes",7,4,4,5,5,1,3,5,20,20,1,172,80,"No",6,"Male",75,"Legally married",5,"Yes"
0,5,60,4,6,4,2,1,2,1,3,2,4,6,1,2,7,6,"No",9,7,4,4,"No",4,4,3,5,0,"No",1,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",0,2,7,7,5,7,1,4,33,33,2,167,65,"Yes",9,"Female",22,NA,5,"Yes"
90,4,15,5,3,3,4,2,1,2,1,5,8,8,5,0,0,0,"Yes",10,6,2,4,"Yes",3,3,1,8,6,"No",0,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",7,3,5,6,5,2,3,7,26.4,39.6,3,178,83,"No",8,"Male",79,"Legally married",4,"Yes"
30,5,600,6,6,6,2,3,1,3,2,5,5,6,3,5,7,7,"No",7,4,4,3,"No",3,4,1,6,7,"No",7,2,2,"No","Yes","No",2016,"Yes","No","No",2,3,8,4,5,3,2,6,13.2,10,1,164,50,"Yes",8,"Female",40,"Legally married",6,"Yes"
60,5,180,2,2,4,2,1,1,1,2,0,2,7,0,0,0,3,"Yes",9,6,4,3,"No",2,4,1,4,7,"Yes",2,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",2,4,5,5,5,4,1,3,13.2,13.2,1,170,65,"No",7,"Female",49,"Legally married",5,"Yes"
15,5,600,6,5,7,2,1,1,2,1,2,5,7,2,2,1,1,"Yes",7,4,3,2,"No",3,4,1,6,4,"No",1,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",2,2,7,4,5,3,1,1,NA,NA,0,179,86,"No",8,"Male",24,NA,5,"Yes"
90,5,120,6,6,7,3,3,3,3,3,4,5,6,3,2,4,6,"Yes",8,5,3,3,"No",2,3,2,6,6,"No",0,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",7,4,6,5,5,7,3,6,39.6,39.6,3,174,85,"No",7,"Female",46,"Legally married",4,"Yes"
90,5,30,7,8,4,1,1,1,2,1,1,0,8,0,5,0,6,"Yes",9,5,6,2,"No",3,5,1,5,0,"No",0,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",7,3,8,5,5,2,3,7,13.2,79.2,2,174,72,"No",9,"Male",69,"Legally married",6,"Yes"
120,1,NA,7,7,7,2,3,3,4,5,6,7,7,6,6,5,5,"Not eligible to vote",9,6,5,4,"No",3,4,1,7,6,"No",4,1,1,"No","No","No",1994,"Yes","No","No",6,3,8,5,5,6,1,3,0,13.2,1,169,82,"No",8,"Female",83,"Legally married",4,"Yes"
60,2,NA,3,7,4,3,2,1,3,2,5,6,8,5,4,3,2,"Yes",7,6,1,1,"No",2,4,1,10,5,"Yes",5,1,4,"No","Yes","No",1970,"Yes","No","No",6,3,7,4,4,2,6,2,0,96.6,1,152,76,"No",7,"Female",67,"Legally married",5,"Yes"
30,2,NA,8,7,4,1,2,1,2,1,8,7,8,7,7,8,7,"Yes",8,4,1,2,"No",3,4,1,9,7,"Yes",8,2,6,"No","Yes","Yes",NA,"Yes","Yes","Yes",7,4,5,5,5,0,1,2,0,105,1,165,60,"No",8,"Female",73,NA,5,"Yes"
60,5,480,7,7,6,3,2,3,2,3,8,8,6,4,3,4,6,"Yes",6,7,4,5,"No",4,4,1,5,6,"No",0,1,1,"No","Yes","Yes",NA,"No","Yes","Yes",8,5,4,3,5,2,6,1,NA,NA,0,180,76,"Yes",5,"Male",49,NA,3,"Yes"
150,5,180,9,9,4,4,5,5,5,4,8,9,7,7,4,10,10,"Yes",8,6,2,1,"No",4,4,1,10,10,"No",0,1,7,"No","Yes","Yes",NA,"Yes","Yes","Yes",10,2,8,4,5,0,2,3,155.6,155.6,2,178,118,"No",8,"Male",67,NA,5,"Yes"
3,5,90,7,5,9,1,4,3,3,5,2,8,9,1,1,0,4,"Yes",9,7,6,4,"No",3,5,1,5,9,"No",0,1,2,"No","Yes","Yes",NA,"No","Yes","Yes",3,3,9,6,5,6,4,6,30,42.2,4,186,88,"No",9,"Male",33,"Living with my partner - not legally recognised",5,"Yes"
120,5,60,3,5,5,2,2,3,1,2,4,5,5,3,3,4,5,"Yes",8,7,4,4,"No",3,4,1,4,5,"Yes",5,3,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",6,3,7,7,6,5,1,4,0,85.2,1,167,72,"No",10,"Female",68,"Legally married",4,"Yes"
60,5,30,8,8,5,2,3,2,3,2,4,7,7,4,3,5,NA,"Yes",8,6,4,4,"No",4,4,1,8,4,"Yes",4,2,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",7,4,7,5,5,7,1,7,28.8,19.2,4,173,95,"No",8,"Male",74,"Legally married",4,"Yes"
90,5,360,8,6,5,3,4,4,3,3,6,6,6,5,7,8,7,"Yes",9,5,4,3,"No",4,4,1,5,5,"No",3,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",7,4,6,3,5,5,4,5,10,128.8,4,178,81,"No",9,"Male",25,NA,3,"Yes"
45,5,420,7,6,4,2,2,3,2,1,3,3,5,3,3,3,2,"Yes",7,6,4,4,"No",3,4,2,9,5,"Yes",10,1,7,"Yes","Yes","No",1990,"No","No","No",10,4,6,5,5,3,1,2,13.2,13.2,1,167,56,"No",6,"Female",44,NA,5,"Yes"
15,5,120,8,6,1,1,1,2,1,2,0,3,8,2,2,3,3,"Yes",8,5,1,3,"Yes",3,4,1,5,5,"Yes",6,2,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",4,3,7,3,5,3,6,2,0,0,2,189,93,"Yes",8,"Male",38,"Living with my partner - legally recognised",5,"Yes"
60,5,450,7,8,6,3,4,2,4,1,8,9,9,8,8,8,8,"Yes",9,5,0,2,"No",3,4,1,6,6,"No",0,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",5,3,8,2,4,0,1,1,NA,NA,0,170,105,"No",9,"Male",55,NA,5,"Yes"
60,3,NA,7,7,8,2,2,2,2,2,6,7,7,7,6,6,6,"Yes",8,6,5,4,"No",3,4,1,7,6,"No",NA,4,4,"No","Yes","Yes",NA,"Yes","Yes","Yes",3,3,8,2,5,3,2,4,0,13.2,3,170,64,"Yes",5,"Male",77,"Legally married",5,"Yes"
30,5,300,4,6,3,2,3,3,3,3,3,5,6,2,2,4,5,"Not eligible to vote",8,7,4,3,"No",1,4,1,6,4,"No",0,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",7,3,7,5,6,2,2,6,56.4,60,4,175,76,"Yes",9,"Female",18,NA,5,"Yes"
30,5,30,2,9,8,1,NA,1,1,1,NA,9,9,NA,NA,NA,NA,"Yes",10,7,2,5,"No",4,5,1,10,NA,"No",0,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",5,3,10,7,7,0,1,6,39.6,39.6,5,NA,NA,"No",10,"Female",80,NA,NA,"Yes"
60,1,NA,7,10,10,3,3,1,3,2,7,1,10,8,10,7,2,"Yes",9,6,6,1,"No",1,3,1,10,9,"Yes",8,3,7,"No","Yes","Yes",NA,"Yes","Yes","Yes",10,5,7,5,6,0,1,3,288,144,1,158,74,"No",9,"Female",80,NA,6,"Yes"
30,5,360,3,4,3,4,3,4,3,5,7,6,8,6,6,8,8,"Not eligible to vote",3,6,4,3,"No",2,5,2,8,8,"No",4,1,1,"No","Yes","Yes",NA,"Yes","No","Yes",3,4,6,6,5,6,2,4,19.8,100,3,160,62,"Yes",3,"Female",20,NA,5,"Yes"
0,2,NA,10,9,9,2,1,1,1,1,5,0,9,5,5,5,5,"No",9,1,0,1,"No",4,2,2,9,9,"Yes",9,5,6,"No","No","No",2014,"No","No","No",4,1,9,5,5,7,4,1,NA,NA,0,168,69,"No",10,"Male",47,NA,5,"Yes"
15,5,180,4,6,4,2,1,1,1,1,1,4,5,4,4,1,NA,"Yes",8,3,2,1,"No",4,4,1,8,8,"No",0,1,1,"No","Yes","No",1981,"Yes","No","No",0,1,10,6,5,6,6,3,0,19.2,2,180,100,"No",8,"Male",43,"Living with my partner - legally recognised",5,"Yes"
45,5,60,7,6,7,3,4,3,3,3,7,7,7,6,6,7,7,"Yes",7,6,4,3,"Yes",3,4,1,6,8,"No",8,1,6,"No","Yes","Yes",NA,"Yes","No","No",8,3,6,6,6,1,3,6,0,21.1,2,172,58,"No",7,"Female",56,"Legally married",3,"Yes"
90,5,60,4,8,7,3,2,1,2,1,6,8,6,6,6,6,7,"Yes",9,6,3,4,"No",3,4,1,5,7,"No",0,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",3,5,8,3,5,4,3,6,20,26.4,2,164,71,"No",9,"Female",59,"Living with my partner - not legally recognised",6,"Yes"
30,5,120,6,7,6,2,1,1,2,1,2,4,7,3,3,4,6,"Yes",8,5,4,4,"No",3,4,2,3,5,"Yes",4,2,2,"No","Yes","Yes",NA,"Yes","Yes","Yes",6,4,7,4,5,2,3,5,0,20,2,162,72,"Yes",8,"Female",49,"Legally married",5,"Yes"
604,2,NA,5,4,5,2,1,1,1,1,5,3,7,2,4,5,5,"Yes",8,2,0,2,"No",2,5,1,0,3,"No",0,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",6,3,8,5,5,7,3,7,13.2,13.2,1,180,59,"No",10,"Male",87,NA,5,"Yes"
150,5,330,7,4,4,4,3,4,3,4,7,5,8,7,8,8,7,"Not eligible to vote",7,6,3,3,"No",3,4,1,6,6,"Yes",4,1,1,"No","Yes","Yes",NA,"Yes","Yes","Yes",9,3,7,4,5,0,1,1,NA,NA,0,178,57,"No",8,"Female",18,NA,4,"Yes"
